run_id,architecture_hash,gpu_type,params,depth,flops,epochs,batch_size,target,peak_flops_gflops,memory_bandwidth_gbs,tdp_watts,arithmetic_intensity_ratio
quadrortx6000_5498ba534c256c9d086596e2b51cf170_repeat1,5498ba534c256c9d086596e2b51cf170,Quadro RTX 6000,3207690,4,6415380,4,256,62020.8,16300,672.0,260,3.9358159509202454e-07
quadrortx6000_0922ee996ecffb2c0c5f16d1261f6dfa_repeat1,0922ee996ecffb2c0c5f16d1261f6dfa,Quadro RTX 6000,3644554,4,7289108,4,256,67755.6,16300,672.0,260,4.471845398773006e-07
quadrortx6000_09fc2d10bdd6225e167a6f81a22a3f06_repeat1,09fc2d10bdd6225e167a6f81a22a3f06,Quadro RTX 6000,2793866,3,5587732,4,256,68266.8,16300,672.0,260,3.4280564417177914e-07
quadrortx6000_c2fdfa8fd144d4edce2b19d72179ced8_repeat1,c2fdfa8fd144d4edce2b19d72179ced8,Quadro RTX 6000,4081418,4,8162836,4,256,82209.59999999999,16300,672.0,260,5.007874846625767e-07
quadrortx6000_e09c915a4a4798c2bb9bc2d2222887de_repeat1,e09c915a4a4798c2bb9bc2d2222887de,Quadro RTX 6000,882570,4,1765140,4,256,43081.2,16300,672.0,260,1.0829079754601227e-07
quadrortx6000_3407944b22d4b1d0cccbd8e070424ce4_repeat1,3407944b22d4b1d0cccbd8e070424ce4,Quadro RTX 6000,3031562,4,6063124,4,256,55159.2,16300,672.0,260,3.7197079754601226e-07
quadrortx6000_9205f3085fe97cb7a47783c3bbc01eab_repeat1,9205f3085fe97cb7a47783c3bbc01eab,Quadro RTX 6000,5532810,4,11065620,4,256,78336.0,16300,672.0,260,6.788723926380368e-07
quadrortx6000_28a58bc7944a6cfc6749c9f786a81c9b_repeat1,28a58bc7944a6cfc6749c9f786a81c9b,Quadro RTX 6000,2017034,4,4034068,4,256,73008.0,16300,672.0,260,2.474888343558282e-07
quadrortx6000_c122367432b22688bc63c2f329bf5286_repeat1,c122367432b22688bc63c2f329bf5286,Quadro RTX 6000,706442,4,1412884,4,256,34660.8,16300,672.0,260,8.668e-08
quadrortx6000_fca3d3671f135e0347cd3688f3f34cad_repeat1,fca3d3671f135e0347cd3688f3f34cad,Quadro RTX 6000,10177674,4,20355348,4,256,81486.0,16300,672.0,260,1.248794355828221e-06
quadrortx6000_fcc1e77f36eb12f3fbecee43a084cd65_repeat1,fcc1e77f36eb12f3fbecee43a084cd65,Quadro RTX 6000,4081418,4,8162836,4,256,84628.8,16300,672.0,260,5.007874846625767e-07
quadrortx6000_d1269d9156ddc027c40473008192958a_repeat1,d1269d9156ddc027c40473008192958a,Quadro RTX 6000,1920138,3,3840276,4,256,46090.8,16300,672.0,260,2.35599754601227e-07
quadrortx6000_6f6257bc3b12d87b8736e81cd4b7ed8b_repeat1,6f6257bc3b12d87b8736e81cd4b7ed8b,Quadro RTX 6000,1756298,3,3512596,4,256,56833.2,16300,672.0,260,2.1549668711656443e-07
quadrortx6000_6f26dc0c4fe9591225e8d3d24ed4f8a6_repeat1,6f26dc0c4fe9591225e8d3d24ed4f8a6,Quadro RTX 6000,2770826,4,5541652,4,256,46800.0,16300,672.0,260,3.3997865030674846e-07
quadrortx6000_471546730eff6ba24d163061e4029d13_repeat1,471546730eff6ba24d163061e4029d13,Quadro RTX 6000,3831434,4,7662868,4,256,101077.2,16300,672.0,260,4.7011460122699385e-07
quadrortx6000_47fb5adadfc9f8a75e3de789f7591943_repeat1,47fb5adadfc9f8a75e3de789f7591943,Quadro RTX 6000,3831434,4,7662868,4,256,100836.0,16300,672.0,260,4.7011460122699385e-07
quadrortx6000_03d84046b0ce567b2b59e85903aa2f5f_repeat1,03d84046b0ce567b2b59e85903aa2f5f,Quadro RTX 6000,6406538,4,12813076,4,256,104245.2,16300,672.0,260,7.860782822085889e-07
quadrortx6000_ac9bd0e2514c031187b612db767fb038_repeat1,ac9bd0e2514c031187b612db767fb038,Quadro RTX 6000,1143306,4,2286612,4,256,48243.6,16300,672.0,260,1.4028294478527606e-07
quadrortx6000_0ee493fe7bb618a0ae642840558f62a0_repeat1,0ee493fe7bb618a0ae642840558f62a0,Quadro RTX 6000,1756298,4,3512596,4,256,65044.8,16300,672.0,260,2.1549668711656443e-07
quadrortx6000_01f0f1cf81ef9193f2946db78ea759ee_repeat1,01f0f1cf81ef9193f2946db78ea759ee,Quadro RTX 6000,5969674,4,11939348,4,256,89532.0,16300,672.0,260,7.324753374233128e-07
quadrortx6000_19092e5d6cd57f13de1b98f46e22aa22_repeat1,19092e5d6cd57f13de1b98f46e22aa22,Quadro RTX 6000,3667594,4,7335188,4,256,106383.6,16300,672.0,260,4.500115337423313e-07
quadrortx6000_1965d5ec723711e8cb36cbb979d90b3f_repeat1,1965d5ec723711e8cb36cbb979d90b3f,Quadro RTX 6000,2277770,4,4555540,4,256,88956.0,16300,672.0,260,2.79480981595092e-07
quadrortx6000_79ac0ca945869f05b1fc34f4110f67d3_repeat1,79ac0ca945869f05b1fc34f4110f67d3,Quadro RTX 6000,967178,4,1934356,4,256,44251.2,16300,672.0,260,1.186721472392638e-07
quadrortx6000_256affa4b0191e323796f138db7b1164_repeat1,256affa4b0191e323796f138db7b1164,Quadro RTX 6000,12962698,4,25925396,4,256,140180.4,16300,672.0,260,1.5905150920245398e-06
quadrortx6000_2a52c4ead5953583354572b64675c153_repeat1,2a52c4ead5953583354572b64675c153,Quadro RTX 6000,2277770,4,4555540,4,256,83138.4,16300,672.0,260,2.79480981595092e-07
quadrortx6000_2aacadf61dfc59833d015cbbe2a755fd_repeat1,2aacadf61dfc59833d015cbbe2a755fd,Quadro RTX 6000,20346506,4,40693012,4,256,139654.80000000002,16300,672.0,260,2.4965038036809815e-06
quadrortx6000_b49ac8c578b4561d79ac7087988f1c61_repeat1,b49ac8c578b4561d79ac7087988f1c61,Quadro RTX 6000,10177674,3,20355348,4,256,72514.8,16300,672.0,260,1.248794355828221e-06
quadrortx6000_6bb3a5f158c57162b2a9671a1402725f_repeat1,6bb3a5f158c57162b2a9671a1402725f,Quadro RTX 6000,1920138,4,3840276,4,256,54680.4,16300,672.0,260,2.35599754601227e-07
quadrortx6000_3835552b2806f980e414bef37786ea06_repeat1,3835552b2806f980e414bef37786ea06,Quadro RTX 6000,10177674,4,20355348,4,256,82702.8,16300,672.0,260,1.248794355828221e-06
quadrortx6000_38e55ad9ee9194f5392fcccb3e54a4c3_repeat1,38e55ad9ee9194f5392fcccb3e54a4c3,Quadro RTX 6000,6406538,4,12813076,4,256,113378.4,16300,672.0,260,7.860782822085889e-07
quadrortx6000_bb9ca5417916d86ba45d875da68c7445_repeat1,bb9ca5417916d86ba45d875da68c7445,Quadro RTX 6000,4705162,4,9410324,4,256,120524.4,16300,672.0,260,5.77320490797546e-07
quadrortx6000_bb60c46f5b7c352b7900043c5ef7e0a7_repeat1,bb60c46f5b7c352b7900043c5ef7e0a7,Quadro RTX 6000,2793866,4,5587732,4,256,77299.20000000001,16300,672.0,260,3.4280564417177914e-07
quadrortx6000_229ad37fca0db5be24bfcce9cb434885_repeat1,229ad37fca0db5be24bfcce9cb434885,Quadro RTX 6000,12088970,4,24177940,4,256,125442.0,16300,672.0,260,1.4833092024539878e-06
quadrortx6000_e5a8038201ff317594fa62c45ecd2d05_repeat1,e5a8038201ff317594fa62c45ecd2d05,Quadro RTX 6000,12088970,4,24177940,4,256,126356.4,16300,672.0,260,1.4833092024539878e-06
quadrortx6000_e5e6fc9315ad8a73344f723dbede3ecd_repeat1,e5e6fc9315ad8a73344f723dbede3ecd,Quadro RTX 6000,1580170,4,3160340,4,256,63367.2,16300,672.0,260,1.9388588957055214e-07
quadrortx6000_62c7f446ef395b39de7b04f52d47a73f_repeat1,62c7f446ef395b39de7b04f52d47a73f,Quadro RTX 6000,3468426,4,6936852,4,256,71452.8,16300,672.0,260,4.2557374233128834e-07
quadrortx6000_043721b9c7fe8c5fad811d47d83132ec_repeat1,043721b9c7fe8c5fad811d47d83132ec,Quadro RTX 6000,882570,2,1765140,4,256,27244.8,16300,672.0,260,1.0829079754601227e-07
quadrortx6000_8d3ffe0d1458f92482106e2c9fb13c94_repeat1,8d3ffe0d1458f92482106e2c9fb13c94,Quadro RTX 6000,3207690,4,6415380,4,256,57960.0,16300,672.0,260,3.9358159509202454e-07
quadrortx6000_2bd05a35a814d8771bc0a0593bfd1800_repeat1,2bd05a35a814d8771bc0a0593bfd1800,Quadro RTX 6000,2017034,4,4034068,4,256,77763.59999999999,16300,672.0,260,2.474888343558282e-07
quadrortx6000_40a32abfcdc45196e1847e9bc3da7e3e_repeat1,40a32abfcdc45196e1847e9bc3da7e3e,Quadro RTX 6000,4342154,4,8684308,4,256,89906.4,16300,672.0,260,5.327796319018404e-07
quadrortx6000_e4c6dbcf55cae25268c414a0bdc621ec_repeat1,e4c6dbcf55cae25268c414a0bdc621ec,Quadro RTX 6000,882570,4,1765140,4,256,31917.6,16300,672.0,260,1.0829079754601227e-07
quadrortx6000_8cb3a764fd692371153c2c8503f840e0_repeat1,8cb3a764fd692371153c2c8503f840e0,Quadro RTX 6000,11051402,4,22102804,4,256,104241.6,16300,672.0,260,1.356000245398773e-06
quadrortx6000_6ed519887232b15a95c625ad0b2c1bb1_repeat1,6ed519887232b15a95c625ad0b2c1bb1,Quadro RTX 6000,5532810,4,11065620,4,256,75484.8,16300,672.0,260,6.788723926380368e-07
quadrortx6000_7dadb571f060337fb22f22029a04228a_repeat1,7dadb571f060337fb22f22029a04228a,Quadro RTX 6000,1404042,4,2808084,4,256,58863.600000000006,16300,672.0,260,1.7227509202453988e-07
quadrortx6000_a2193374d95ee8c3705d8c70065389e6_repeat1,a2193374d95ee8c3705d8c70065389e6,Quadro RTX 6000,12962698,4,25925396,4,256,142848.0,16300,672.0,260,1.5905150920245398e-06
quadrortx6000_a2bf72fb2862b50b2c94c32c968265ab_repeat1,a2bf72fb2862b50b2c94c32c968265ab,Quadro RTX 6000,2630026,4,5260052,4,256,84312.0,16300,672.0,260,3.2270257668711654e-07
quadrortx6000_53cee42601ad14d661bb6878031d6acb_repeat1,53cee42601ad14d661bb6878031d6acb,Quadro RTX 6000,882570,3,1765140,4,256,30099.6,16300,672.0,260,1.0829079754601227e-07
quadrortx6000_c6705a91351a406fb50dd5d79bb718f3_repeat1,c6705a91351a406fb50dd5d79bb718f3,Quadro RTX 6000,4342154,4,8684308,4,256,88765.2,16300,672.0,260,5.327796319018404e-07
quadrortx6000_683d2f0f319573826904fad060a1895a_repeat1,683d2f0f319573826904fad060a1895a,Quadro RTX 6000,11051402,4,22102804,4,256,102434.4,16300,672.0,260,1.356000245398773e-06
quadrortx6000_33d2a114f6385661657c44b49cc83815_repeat1,33d2a114f6385661657c44b49cc83815,Quadro RTX 6000,4081418,4,8162836,4,256,91612.8,16300,672.0,260,5.007874846625767e-07
quadrortx6000_278a65c91e279624407615a84f3282c4_repeat1,278a65c91e279624407615a84f3282c4,Quadro RTX 6000,2957706,4,5915412,4,256,74682.0,16300,672.0,260,3.6290871165644174e-07
quadrortx6000_66ea4e36f994d4bf11102cbef10a3cb1_repeat1,66ea4e36f994d4bf11102cbef10a3cb1,Quadro RTX 6000,12088970,4,24177940,4,256,125845.2,16300,672.0,260,1.4833092024539878e-06
quadrortx6000_1af995a92568cf42af2c2668f72834ea_repeat1,1af995a92568cf42af2c2668f72834ea,Quadro RTX 6000,3468426,4,6936852,4,256,69915.6,16300,672.0,260,4.2557374233128834e-07
quadrortx6000_1a23d766bc88a66c08a77daa62511899_repeat1,1a23d766bc88a66c08a77daa62511899,Quadro RTX 6000,11925130,4,23850260,4,256,136112.4,16300,672.0,260,1.463206134969325e-06
quadrortx6000_a6a4c66cdd64789c73aae44ce88ee90d_repeat1,a6a4c66cdd64789c73aae44ce88ee90d,Quadro RTX 6000,2793866,4,5587732,4,256,80899.2,16300,672.0,260,3.4280564417177914e-07
quadrortx6000_675777ecb1daff61b6917d833406cb82_repeat1,675777ecb1daff61b6917d833406cb82,Quadro RTX 6000,4342154,4,8684308,4,256,89899.2,16300,672.0,260,5.327796319018404e-07
quadrortx6000_67848998fa467b5229586bebd43ff6bc_repeat1,67848998fa467b5229586bebd43ff6bc,Quadro RTX 6000,3905290,4,7810580,4,256,80186.4,16300,672.0,260,4.791766871165644e-07
quadrortx6000_001a6fcc8b38cbc515be788a86bdc804_repeat1,001a6fcc8b38cbc515be788a86bdc804,Quadro RTX 6000,1756298,4,3512596,4,256,67366.8,16300,672.0,260,2.1549668711656443e-07
quadrortx6000_842dff1b9c5aca2c13ffaa2db0b1eb29_repeat1,842dff1b9c5aca2c13ffaa2db0b1eb29,Quadro RTX 6000,3644554,4,7289108,4,256,67712.4,16300,672.0,260,4.471845398773006e-07
quadrortx6000_852f21047c2aa03cb1fde04587083228_repeat1,852f21047c2aa03cb1fde04587083228,Quadro RTX 6000,19472778,4,38945556,4,256,119044.8,16300,672.0,260,2.3892979141104294e-06
quadrortx6000_85718dce1eb4b3faf5afb197457e35ee_repeat1,85718dce1eb4b3faf5afb197457e35ee,Quadro RTX 6000,1756298,4,3512596,4,256,70185.59999999999,16300,672.0,260,2.1549668711656443e-07
quadrortx6000_08677281806ea9c8ea2451ce3093e9c3_repeat1,08677281806ea9c8ea2451ce3093e9c3,Quadro RTX 6000,882570,4,1765140,4,256,46659.6,16300,672.0,260,1.0829079754601227e-07
quadrortx6000_7c65f6bd01b87407734781b6038050bc_repeat1,7c65f6bd01b87407734781b6038050bc,Quadro RTX 6000,3207690,4,6415380,4,256,60663.600000000006,16300,672.0,260,3.9358159509202454e-07
quadrortx6000_3db7e20184e417b4eb1718c5846356a6_repeat1,3db7e20184e417b4eb1718c5846356a6,Quadro RTX 6000,1143306,4,2286612,4,256,52131.600000000006,16300,672.0,260,1.4028294478527606e-07
rtx3060_5529e1779433733d1145e20de5d8604e_repeat1,5529e1779433733d1145e20de5d8604e,RTX 3060,3468426,4,6936852,4,256,36698.4,12740,360.0,170,5.444938775510204e-07
rtx3060_3af5d23d803ef448b8539054d8c14213_repeat1,3af5d23d803ef448b8539054d8c14213,RTX 3060,1756298,4,3512596,4,256,35042.4,12740,360.0,170,2.7571397174254315e-07
rtx3060_d0a5ff67e269a1ac4f305c618a88ac85_repeat1,d0a5ff67e269a1ac4f305c618a88ac85,RTX 3060,11215242,4,22430484,4,256,54676.8,12740,360.0,170,1.7606345368916797e-06
rtx3060_97d0e4e2c6056628b5ccdaf94c0c77c6_repeat1,97d0e4e2c6056628b5ccdaf94c0c77c6,RTX 3060,3667594,4,7335188,4,256,53485.2,12740,360.0,170,5.757604395604396e-07
rtx3060_702ddef6b5b7f659ef1ed38652d91115_repeat1,702ddef6b5b7f659ef1ed38652d91115,RTX 3060,2793866,4,5587732,4,256,45262.8,12740,360.0,170,4.3859748822605966e-07
rtx3060_70cec3d45475d0428b47a6143a0c9370_repeat1,70cec3d45475d0428b47a6143a0c9370,RTX 3060,11051402,4,22102804,4,256,61239.59999999999,12740,360.0,170,1.7349139717425432e-06
rtx3060_232b900e952d86a83b0ff85c0a22cca0_repeat1,232b900e952d86a83b0ff85c0a22cca0,RTX 3060,12088970,4,24177940,4,256,68958.0,12740,360.0,170,1.8977974882260596e-06
rtx3060_b5fb4f6193360330b6ff6a52cbf0cad7_repeat1,b5fb4f6193360330b6ff6a52cbf0cad7,RTX 3060,20346506,4,40693012,4,256,93319.2,12740,360.0,170,3.194113971742543e-06
rtx3060_96794a104891b22bf4f2abbdd7c3e90f_repeat1,96794a104891b22bf4f2abbdd7c3e90f,RTX 3060,11215242,4,22430484,4,256,54777.6,12740,360.0,170,1.7606345368916797e-06
rtx3060_52e567b5b32ee5cbf4a2da75ee75f63f_repeat1,52e567b5b32ee5cbf4a2da75ee75f63f,RTX 3060,11925130,4,23850260,4,256,78822.0,12740,360.0,170,1.8720769230769232e-06
rtx3060_a83c59315fe1e948e38ba49e6e54b790_repeat1,a83c59315fe1e948e38ba49e6e54b790,RTX 3060,3905290,4,7810580,4,256,40557.6,12740,360.0,170,6.130753532182104e-07
rtx3060_e773a7a186b03b0957d57fed0f4d014a_repeat1,e773a7a186b03b0957d57fed0f4d014a,RTX 3060,445706,4,891412,4,256,15080.4,12740,360.0,170,6.996954474097332e-08
rtx3060_e7f31293566724324d3ccc875f097f01_repeat1,e7f31293566724324d3ccc875f097f01,RTX 3060,2770826,4,5541652,4,256,26366.4,12740,360.0,170,4.349805337519623e-07
rtx3060_243037e12607b17d7f6704fcee4054af_repeat1,243037e12607b17d7f6704fcee4054af,RTX 3060,1319434,4,2638868,4,256,30708.0,12740,360.0,170,2.0713249607535322e-07
rtx3060_81653de2d99676fa3d377640124a73ab_repeat1,81653de2d99676fa3d377640124a73ab,RTX 3060,1580170,4,3160340,4,256,30736.800000000003,12740,360.0,170,2.4806436420722133e-07
rtx3060_81f5a40841c2dfc0dcad2cf76c88e80e_repeat1,81f5a40841c2dfc0dcad2cf76c88e80e,RTX 3060,706442,4,1412884,4,256,16840.8,12740,360.0,170,1.1090141287284144e-07
rtx3060_5732fc789e02a84809d88f93fcc70f8e_repeat1,5732fc789e02a84809d88f93fcc70f8e,RTX 3060,5095946,4,10191892,4,256,38250.0,12740,360.0,170,7.999915227629513e-07
rtx3060_76e95ff773019375ce55737d623dea78_repeat1,76e95ff773019375ce55737d623dea78,RTX 3060,2793866,4,5587732,4,256,45036.0,12740,360.0,170,4.3859748822605966e-07
rtx3060_168e95938db8e7c52112e58c0f292079_repeat1,168e95938db8e7c52112e58c0f292079,RTX 3060,1404042,4,2808084,4,256,24516.0,12740,360.0,170,2.2041475667189954e-07
rtx3060_d723fafcc2ca745c82f157d07850d40a_repeat1,d723fafcc2ca745c82f157d07850d40a,RTX 3060,11051402,4,22102804,4,256,59425.2,12740,360.0,170,1.7349139717425432e-06
rtx3060_5cdd2affca58e6cedfae506e021f21ca_repeat1,5cdd2affca58e6cedfae506e021f21ca,RTX 3060,2017034,4,4034068,4,256,36561.6,12740,360.0,170,3.166458398744113e-07
rtx3060_2f46c9d2f1cff176f34a2295c49822bc_repeat1,2f46c9d2f1cff176f34a2295c49822bc,RTX 3060,3031562,4,6063124,4,256,29052.000000000004,12740,360.0,170,4.7591240188383045e-07
rtx3060_d32d0b26d534203b48d866facd98cc3e_repeat1,d32d0b26d534203b48d866facd98cc3e,RTX 3060,11051402,3,22102804,4,256,58039.2,12740,360.0,170,1.7349139717425432e-06
rtx3060_6adf09ef60d9568b0c5ce41d788a41bc_repeat1,6adf09ef60d9568b0c5ce41d788a41bc,RTX 3060,1920138,4,3840276,4,256,26233.2,12740,360.0,170,3.0143453689167975e-07
rtx3060_3c325aea3e66b614c829c5169d038b80_repeat1,3c325aea3e66b614c829c5169d038b80,RTX 3060,1840906,4,3681812,4,256,32580.000000000004,12740,360.0,170,2.8899623233908947e-07
rtx3060_31d1039b23e8e5454fcc96406b9c94e5_repeat1,31d1039b23e8e5454fcc96406b9c94e5,RTX 3060,1143306,4,2286612,4,256,24570.0,12740,360.0,170,1.794828885400314e-07
rtx3060_5498ba534c256c9d086596e2b51cf170_repeat1,5498ba534c256c9d086596e2b51cf170,RTX 3060,3207690,4,6415380,4,256,35467.2,12740,360.0,170,5.035620094191523e-07
rtx3060_0922ee996ecffb2c0c5f16d1261f6dfa_repeat1,0922ee996ecffb2c0c5f16d1261f6dfa,RTX 3060,3644554,4,7289108,4,256,39736.8,12740,360.0,170,5.721434850863423e-07
rtx3060_09fc2d10bdd6225e167a6f81a22a3f06_repeat1,09fc2d10bdd6225e167a6f81a22a3f06,RTX 3060,2793866,3,5587732,4,256,36230.4,12740,360.0,170,4.3859748822605966e-07
rtx3060_c2fdfa8fd144d4edce2b19d72179ced8_repeat1,c2fdfa8fd144d4edce2b19d72179ced8,RTX 3060,4081418,4,8162836,4,256,43124.4,12740,360.0,170,6.407249607535321e-07
rtx3060_e09c915a4a4798c2bb9bc2d2222887de_repeat1,e09c915a4a4798c2bb9bc2d2222887de,RTX 3060,882570,4,1765140,4,256,23515.2,12740,360.0,170,1.3855102040816326e-07
rtx3060_3407944b22d4b1d0cccbd8e070424ce4_repeat1,3407944b22d4b1d0cccbd8e070424ce4,RTX 3060,3031562,4,6063124,4,256,28054.8,12740,360.0,170,4.7591240188383045e-07
rtx3060_9205f3085fe97cb7a47783c3bbc01eab_repeat1,9205f3085fe97cb7a47783c3bbc01eab,RTX 3060,5532810,4,11065620,4,256,40716.0,12740,360.0,170,8.685729984301412e-07
rtx3060_28a58bc7944a6cfc6749c9f786a81c9b_repeat1,28a58bc7944a6cfc6749c9f786a81c9b,RTX 3060,2017034,4,4034068,4,256,37011.6,12740,360.0,170,3.166458398744113e-07
rtx3060_c122367432b22688bc63c2f329bf5286_repeat1,c122367432b22688bc63c2f329bf5286,RTX 3060,706442,4,1412884,4,256,17319.600000000002,12740,360.0,170,1.1090141287284144e-07
rtx3060_fca3d3671f135e0347cd3688f3f34cad_repeat1,fca3d3671f135e0347cd3688f3f34cad,RTX 3060,10177674,4,20355348,4,256,48715.2,12740,360.0,170,1.5977510204081633e-06
rtx3060_fcc1e77f36eb12f3fbecee43a084cd65_repeat1,fcc1e77f36eb12f3fbecee43a084cd65,RTX 3060,4081418,4,8162836,4,256,45817.2,12740,360.0,170,6.407249607535321e-07
rtx3060_d1269d9156ddc027c40473008192958a_repeat1,d1269d9156ddc027c40473008192958a,RTX 3060,1920138,3,3840276,4,256,23799.6,12740,360.0,170,3.0143453689167975e-07
rtx3060_6f6257bc3b12d87b8736e81cd4b7ed8b_repeat1,6f6257bc3b12d87b8736e81cd4b7ed8b,RTX 3060,1756298,3,3512596,4,256,30751.2,12740,360.0,170,2.7571397174254315e-07
