run_id,architecture_hash,params,depth,epochs,batch_size,target,family,source_dataset,n_edges,n_conv3x3,n_conv1x1,n_maxpool,duration,target_corrected,power,group_key
5V9E_04499d6782068b682a47c5a45f88ee0a_repeat_1,04499d6782068b682a47c5a45f88ee0a,6667274,5,4,256,110599.2,CNN,EC-NAS,7,2,1,0,249.95536160469055,138249.0,442.475805639708,04499d6782068b682a47c5a45f88ee0a
5V9E_045ee9b9b9d744e93757c6a938bee0c2_repeat_1,045ee9b9b9d744e93757c6a938bee0c2,301074,5,4,256,30545.999999999996,CNN,EC-NAS,7,0,0,3,63.9351122379303,38182.49999999999,477.76564286498905,045ee9b9b9d744e93757c6a938bee0c2
5V9E_04a34e3b5a679b6742ed1efd16247ea6_repeat_1,04a34e3b5a679b6742ed1efd16247ea6,13126538,5,4,256,134190.0,CNN,EC-NAS,6,1,2,0,287.9466862678528,167737.5,466.02376898053353,04a34e3b5a679b6742ed1efd16247ea6
5V9E_04a50cabdbd9327c5a9cd2426e95fc9f_repeat_1,04a50cabdbd9327c5a9cd2426e95fc9f,1580170,5,4,256,69501.6,CNN,EC-NAS,6,0,1,2,138.0436613559723,86877.0,503.47548969145845,04a50cabdbd9327c5a9cd2426e95fc9f
5V9E_04c8e8d00e30663d1611226c18ef6eb5_repeat_1,04c8e8d00e30663d1611226c18ef6eb5,14000266,5,4,256,163101.6,CNN,EC-NAS,6,1,2,0,329.566933631897,203877.0,494.8967367647781,04c8e8d00e30663d1611226c18ef6eb5
5V9E_04c9dfb609fe91ed929e24497ba4e72a_repeat_1,04c9dfb609fe91ed929e24497ba4e72a,14000266,5,4,256,161532.0,CNN,EC-NAS,6,1,2,0,333.98882937431335,201915.0,483.6449180130071,04c9dfb609fe91ed929e24497ba4e72a
5V9E_04cb975eaffa7ca21438f48fe419366c_repeat_1,04cb975eaffa7ca21438f48fe419366c,2501011,5,4,256,79275.59999999999,CNN,EC-NAS,7,1,0,2,169.72202110290527,99094.49999999999,467.0908317308682,04cb975eaffa7ca21438f48fe419366c
5V9E_04db8ad232d0165715ecf25b2998160b_repeat_1,04db8ad232d0165715ecf25b2998160b,1325859,5,4,256,42843.6,CNN,EC-NAS,7,1,0,2,96.70384645462036,53554.5,443.03925408080806,04db8ad232d0165715ecf25b2998160b
5V9E_04dd55f9ce193b6a0788101eab3392f8_repeat_1,04dd55f9ce193b6a0788101eab3392f8,6406538,5,4,256,98784.0,CNN,EC-NAS,6,2,0,1,221.60815334320068,123480.0,445.7597724169243,04dd55f9ce193b6a0788101eab3392f8
5V9E_04f37bfae263fab2c78537d393b745e7_repeat_1,04f37bfae263fab2c78537d393b745e7,3905290,5,4,256,76204.8,CNN,EC-NAS,7,1,1,1,175.46056294441223,95256.0,434.31298020024303,04f37bfae263fab2c78537d393b745e7
5V9E_0503d5ce3ffa80fe5151d4b29a1c6634_repeat_1,0503d5ce3ffa80fe5151d4b29a1c6634,22257802,5,4,256,176788.8,CNN,EC-NAS,6,2,1,0,369.84437346458435,220986.0,478.008623854133,0503d5ce3ffa80fe5151d4b29a1c6634
5V9E_051221e07848525fb65a09c5f60c2236_repeat_1,051221e07848525fb65a09c5f60c2236,2105744,5,4,256,103345.2,CNN,EC-NAS,9,0,3,0,245.5449297428131,129181.5,420.8810180207959,051221e07848525fb65a09c5f60c2236
5V9E_052549400eb914ef3cf243e1b880bec0_repeat_1,052549400eb914ef3cf243e1b880bec0,6843402,5,4,256,115966.79999999999,CNN,EC-NAS,7,2,0,1,254.0988473892212,144958.5,456.3845967485458,052549400eb914ef3cf243e1b880bec0
5V9E_0529323b2eb3b320e543a95b37dce324_repeat_1,0529323b2eb3b320e543a95b37dce324,1814158,5,4,256,93103.2,CNN,EC-NAS,8,0,3,0,213.38510489463806,116379.0,436.3153653389773,0529323b2eb3b320e543a95b37dce324
5V9E_0546604a6607cb42d5324d7d80d00e9f_repeat_1,0546604a6607cb42d5324d7d80d00e9f,2797220,5,4,256,91137.6,CNN,EC-NAS,8,1,0,2,200.67923378944397,113922.0,454.14564466407677,0546604a6607cb42d5324d7d80d00e9f
5V9E_055393d97d913b1ef1e97eb8dd465d2d_repeat_1,055393d97d913b1ef1e97eb8dd465d2d,706442,5,4,256,37177.2,CNN,EC-NAS,5,0,1,2,85.15480303764343,46471.5,436.5837119435939,055393d97d913b1ef1e97eb8dd465d2d
5V9E_055e924b03afdf7e5c9220ed06282a9e_repeat_1,055e924b03afdf7e5c9220ed06282a9e,2024613,5,4,256,78339.59999999999,CNN,EC-NAS,8,1,1,1,179.94292736053467,97924.49999999999,435.35803906890055,055e924b03afdf7e5c9220ed06282a9e
5V9E_056223da36a0e304ec8de4a4573525f1_repeat_1,056223da36a0e304ec8de4a4573525f1,4342154,5,4,256,88387.2,CNN,EC-NAS,8,1,1,1,209.0916051864624,110484.0,422.71998400499444,056223da36a0e304ec8de4a4573525f1
5V9E_056fcde08e6bda79b0353420c790965e_repeat_1,056fcde08e6bda79b0353420c790965e,3031562,5,4,256,53852.4,CNN,EC-NAS,5,1,1,1,124.28147268295288,67315.5,433.309960346058,056fcde08e6bda79b0353420c790965e
5V9E_05763c6c7067de6be2791bada8a757f0_repeat_1,05763c6c7067de6be2791bada8a757f0,10177674,5,4,256,90262.8,CNN,EC-NAS,5,1,0,2,169.79775595664978,112828.5,531.5900642588265,05763c6c7067de6be2791bada8a757f0
5V9E_059d278e5ca46c2615f6516f917b2519_repeat_1,059d278e5ca46c2615f6516f917b2519,3468426,5,4,256,77954.4,CNN,EC-NAS,7,1,1,1,161.76150918006897,97443.0,481.90945049370833,059d278e5ca46c2615f6516f917b2519
5V9E_05a61e1c5dd646c3f3f932a2beebbe5a_repeat_1,05a61e1c5dd646c3f3f932a2beebbe5a,2277770,5,4,256,85777.2,CNN,EC-NAS,8,0,2,1,197.4110357761383,107221.5,434.5106628044356,05a61e1c5dd646c3f3f932a2beebbe5a
5V9E_05cf16b0c0e041eec9947b7a6585726f_repeat_1,05cf16b0c0e041eec9947b7a6585726f,1580170,5,4,256,68709.59999999999,CNN,EC-NAS,7,0,1,2,156.95808362960815,85886.99999999999,437.7576382885882,05cf16b0c0e041eec9947b7a6585726f
5V9E_05d1b56c868763ff26aede45b06ff801_repeat_1,05d1b56c868763ff26aede45b06ff801,1734703,5,4,256,68634.0,CNN,EC-NAS,7,1,1,1,146.86815786361694,85792.5,467.31708900260145,05d1b56c868763ff26aede45b06ff801
5V9E_05dab24fa57bb54b96daa955fddef8c6_repeat_1,05dab24fa57bb54b96daa955fddef8c6,12962698,5,4,256,155055.6,CNN,EC-NAS,7,1,1,1,304.0630340576172,193819.5,509.9455791479683,05dab24fa57bb54b96daa955fddef8c6
5V9E_05f961a799417166ff86ce1f15076ddb_repeat_1,05f961a799417166ff86ce1f15076ddb,6843402,5,4,256,112143.6,CNN,EC-NAS,8,2,0,1,255.58279705047607,140179.5,438.77601033473434,05f961a799417166ff86ce1f15076ddb
5V9E_060659e8ba79bffefc418c39b815930b_repeat_1,060659e8ba79bffefc418c39b815930b,1143306,5,4,256,50994.0,CNN,EC-NAS,7,0,1,2,122.79009366035461,63742.5,415.2940883085627,060659e8ba79bffefc418c39b815930b
5V9E_0645048cb9b24384dd5e6af0db6d2b91_repeat_1,0645048cb9b24384dd5e6af0db6d2b91,13836426,5,4,256,174949.2,CNN,EC-NAS,8,1,1,1,349.00034737586975,218686.5,501.28660706340656,0645048cb9b24384dd5e6af0db6d2b91
5V9E_06681646fdb451988175907661a60859_repeat_1,06681646fdb451988175907661a60859,5742730,5,4,256,141681.6,CNN,EC-NAS,6,0,3,0,287.9028289318085,177102.0,492.11603972657787,06681646fdb451988175907661a60859
5V9E_0685546d01ce984bb2e20bd2f43a1acb_repeat_1,0685546d01ce984bb2e20bd2f43a1acb,2792597,5,4,256,97444.79999999999,CNN,EC-NAS,9,1,0,2,206.63678812980652,121805.99999999999,471.5752740929483,0685546d01ce984bb2e20bd2f43a1acb
5V9E_06bffe8b0346333e9b7746edec26b0b5_repeat_1,06bffe8b0346333e9b7746edec26b0b5,4342154,5,4,256,93254.4,CNN,EC-NAS,7,1,1,1,210.1515552997589,116568.0,443.74832185744464,06bffe8b0346333e9b7746edec26b0b5
5V9E_06c516fe42cd85ddc6bcd8044fc9c32a_repeat_1,06c516fe42cd85ddc6bcd8044fc9c32a,826657,5,4,256,58888.8,CNN,EC-NAS,7,0,2,1,136.33614110946655,73611.0,431.9382925230164,06c516fe42cd85ddc6bcd8044fc9c32a
5V9E_06fd22c43bc85781a76ca95cb7d6ed9d_repeat_1,06fd22c43bc85781a76ca95cb7d6ed9d,1990295,5,4,256,91411.20000000001,CNN,EC-NAS,9,0,2,1,217.76994252204895,114264.00000000001,419.7604083527034,06fd22c43bc85781a76ca95cb7d6ed9d
5V9E_071d1110f3f698988a44c44a5c1b356a_repeat_1,071d1110f3f698988a44c44a5c1b356a,4518282,5,4,256,94593.6,CNN,EC-NAS,9,1,0,2,219.3377764225006,118242.0,431.26907522664294,071d1110f3f698988a44c44a5c1b356a
5V9E_072408dc716e7d9170358c64a254f1c8_repeat_1,072408dc716e7d9170358c64a254f1c8,10177674,5,4,256,77259.6,CNN,EC-NAS,4,1,0,2,157.11941266059875,96574.5,491.7253615687338,072408dc716e7d9170358c64a254f1c8
5V9E_075c302a76b065db022d643641d4c813_repeat_1,075c302a76b065db022d643641d4c813,2483520,5,4,256,65588.4,CNN,EC-NAS,6,2,1,0,148.61969828605652,81985.5,441.3170041144774,075c302a76b065db022d643641d4c813
5V9E_07d797072e8c98f38838728796df961d_repeat_1,07d797072e8c98f38838728796df961d,1291541,5,4,256,57402.0,CNN,EC-NAS,8,0,1,2,133.55128979682922,71752.5,429.81239707475174,07d797072e8c98f38838728796df961d
5V9E_07daea66f88be81eab715d934369fe2a_repeat_1,07daea66f88be81eab715d934369fe2a,3644730,5,4,256,110012.4,CNN,EC-NAS,8,2,1,0,235.05856919288635,137515.5,468.0212271254195,07daea66f88be81eab715d934369fe2a
5V9E_080d44f4cd7b7ef4603f9c90f53a1840_repeat_1,080d44f4cd7b7ef4603f9c90f53a1840,3644554,5,4,256,79689.59999999999,CNN,EC-NAS,7,1,0,2,170.93635964393616,99611.99999999999,466.1945543124647,080d44f4cd7b7ef4603f9c90f53a1840
5V9E_082a1b84b5a8b872d8337add0faef9b8_repeat_1,082a1b84b5a8b872d8337add0faef9b8,1840906,5,4,256,76831.2,CNN,EC-NAS,7,0,2,1,179.65912747383118,96039.0,427.6498560374623,082a1b84b5a8b872d8337add0faef9b8
5V9E_083852cc4f0c1cba00707ec34c29d604_repeat_1,083852cc4f0c1cba00707ec34c29d604,5532810,5,4,256,82364.4,CNN,EC-NAS,7,2,0,1,177.83161520957947,102955.5,463.15948883966036,083852cc4f0c1cba00707ec34c29d604
5V9E_083f72b8721f07e761530229ea35aa27_repeat_1,083f72b8721f07e761530229ea35aa27,2101642,5,4,256,73296.0,CNN,EC-NAS,7,0,3,0,183.7363805770874,91620.0,398.91936354568793,083f72b8721f07e761530229ea35aa27
5V9E_084e7b12236e3e7532245561f455c1cb_repeat_1,084e7b12236e3e7532245561f455c1cb,2155680,5,4,256,82742.40000000001,CNN,EC-NAS,8,1,2,0,199.5224437713623,103428.00000000001,414.7022181365048,084e7b12236e3e7532245561f455c1cb
5V9E_08526eeba526d70d5a75798987dec43b_repeat_1,08526eeba526d70d5a75798987dec43b,2332463,5,4,256,77428.8,CNN,EC-NAS,8,1,1,1,169.69782662391663,96786.0,456.2745530713088,08526eeba526d70d5a75798987dec43b
5V9E_0855127276792084e4ecb346f7a3871e_repeat_1,0855127276792084e4ecb346f7a3871e,12962698,5,4,256,153471.6,CNN,EC-NAS,6,1,1,1,291.7084047794342,191839.5,526.1130549736562,0855127276792084e4ecb346f7a3871e
5V9E_08677281806ea9c8ea2451ce3093e9c3_repeat_1,08677281806ea9c8ea2451ce3093e9c3,882570,4,4,256,43156.8,CNN,EC-NAS,4,0,0,2,91.8890814781189,53946.0,469.6618935110013,08677281806ea9c8ea2451ce3093e9c3
5V9E_086c17bed351d943b857ce024edafafe_repeat_1,086c17bed351d943b857ce024edafafe,6230410,5,4,256,101970.0,CNN,EC-NAS,8,2,1,0,238.30549812316895,127462.5,427.89612830206914,086c17bed351d943b857ce024edafafe
5V9E_087fdce1f8eca0a97f91fb060f45e5d2_repeat_1,087fdce1f8eca0a97f91fb060f45e5d2,2792597,5,4,256,88948.8,CNN,EC-NAS,8,1,0,2,201.7895383834839,111186.0,440.7998586674021,087fdce1f8eca0a97f91fb060f45e5d2
5V9E_0922ee996ecffb2c0c5f16d1261f6dfa_repeat_1,0922ee996ecffb2c0c5f16d1261f6dfa,3644554,4,4,256,69472.8,CNN,EC-NAS,5,1,0,1,146.0910143852234,86841.0,475.54464791933805,0922ee996ecffb2c0c5f16d1261f6dfa
5V9E_09346bfa8a84f90f5969c8aa6847396e_repeat_1,09346bfa8a84f90f5969c8aa6847396e,2017034,5,4,256,71200.8,CNN,EC-NAS,7,0,1,2,168.374356508255,89001.0,422.87199474172417,09346bfa8a84f90f5969c8aa6847396e
5V9E_0954fc5f2e092304b6341cccbcfee05c_repeat_1,0954fc5f2e092304b6341cccbcfee05c,5532810,5,4,256,79729.2,CNN,EC-NAS,7,2,0,1,176.14931678771973,99661.5,452.6228171300993,0954fc5f2e092304b6341cccbcfee05c
